key,value
4798,48041
88954,161079
85004,132202
136884,146276
95535,85426
116325,54779
155713,57705
158744,128008
70141,44107
167710,104504
1962,142491
94088,93044
11650,35523
174076,103096
41272,199467
98228,153853
160364,28693
69690,198978
177371,62287
83071,57075
149829,94564
156053,83513
106757,157830
31891,121874
42370,3815
123533,16139
64823,114131
184096,127379
162081,146074
132017,157272
53335,124313
50799,101938
57698,12587
25217,90462
170949,48026
123660,126703
52662,122717
74170,188112
142166,24385
32222,139339
78862,72095
143200,129627
139965,151997
4421,93681
39358,150588
26423,142261
74489,75871
13156,149214
5932,16000
44028,89674
84280,135241
119777,133826
39985,84943
121506,52182
28674,55519
5825,46980
41032,8175
60701,118680
199145,64450
165071,90746
79031,11051
95802,167800
61023,52689
179911,178504
66258,44
25146,109454
72833,179555
120626,142370
192484,94671
174144,15936
186219,109143
8212,163677
188851,59977
51901,130938
18104,162630
140550,99748
92556,132584
83762,18598
5541,34241
186130,182312
195453,18244
192155,75730
105041,84565
68201,140943
27639,147819
174966,53900
45456,43713
5796,102607
17581,92528
44720,179417
82968,7794
20864,157201
20717,114728
126445,157795
133747,186705
115943,147874
82235,5472
78381,122179
167723,183762
8314,2998
104958,48089
36808,84528
11583,19917
118390,129357
87307,160246
20362,121860
179745,73891
143238,169077
155563,9764
157318,46625
52223,147568
57947,107156
4480,183676
80792,168101
73538,127088
4699,121652
190456,197283
165142,4988
109956,113552
13415,190669
94061,129244
161664,99656
84202,33553
123882,53920
151422,146128
64575,18506
191598,25027
41843,191772
85273,155348
131997,41631
36497,22431
135109,185157
156705,140482
117687,2229
28817,113203
40876,179165
76319,179432
66772,70418
90134,18486
103753,159460
107841,21593
56404,128047
3807,63875
68577,7757
141876,175417
73816,158772
124494,136545
84729,58914
31940,83294
187106,11633
36407,163953
119387,166754
76368,63452
147635,63918
158774,187155
30366,147473
26535,179221
194090,99647
92378,72721
82579,155100
73673,141552
6238,107538
35282,14361
151542,176030
82893,34373
193316,197620
129673,160791
87649,131192
166167,103532
15584,117759
41155,92747
15922,155996
49813,49835
166824,174522
186714,57560
5641,38911
13160,109448
143371,48679
37353,3498
84205,56272
133749,74072
88287,42395
145670,29216
54154,65605
150193,122788
134867,83045
117164,83562
39260,58570
37961,98883
98708,22497
8482,55001
144170,40757
29610,31168
137485,108231
45383,1953
83767,198349
11286,176152
33607,97533
83644,17254
63503,12296
147807,198142
165013,153813
162755,102805
45219,159635
77894,47202
174458,106794
76218,168531
160637,130601
128828,4337
124501,5350
57343,76444
88544,99053
45759,18941
93314,94192
86642,35830
127140,67112
40163,28849
104703,149337
27006,153136
93516,198904
127136,93130
148712,79819
30052,173775
148897,191253
4000,65767
84607,69261
150588,12869
113972,84459
78927,188439
130247,137919
194735,38402
159626,38478
78833,14697
171802,161175
131541,137096
101476,112078
105690,19347
172952,28313
138433,116407
15070,3499
114900,70626
160661,199650
145309,159175
3324,3511
108933,23952
144285,10339
40078,8464
49709,30112
97920,96899
113233,121805
121076,83093
48660,30195
107711,51221
96323,162373
41243,164058
67269,192470
73467,78959
93155,7553
118118,113892
84714,80362
119665,138388
134246,151365
25544,83006
97365,163446
63215,163248
140337,153323
122239,128746
95047,178461
174814,30811
80586,34958
83654,188132
131105,5517
130340,194949
77534,38020
41593,29928
42328,329
50327,122951
194859,55967
108412,3189
2900,27830
79161,84423
48923,63430
46366,64029
34354,199675
163401,28616
198855,75539
35059,167159
8871,69229
197263,26366
127791,154219
55623,188360
150122,85990
57570,133965
76459,50385
3911,126734
18552,180764
133853,79638
107605,112994
3046,159026
6677,63889
187612,86604
28859,170171
70606,156594
13316,171484
54600,57254
60985,25471
64781,149209
51152,99965
193822,9339
93252,182882
124060,38864
191680,199302
13823,178173
118143,52816
23262,18634
94690,176248
199745,188125
108215,128351
108144,179214
45903,62389
131814,112051
94082,139450
34764,106185
61415,6855
25311,185506
98724,20344
132086,14844
49523,9020
176010,56410
137288,114778
152230,199640
199383,71959
41325,104296
55359,176869
74087,2005
191899,92894
77294,198193
129257,93779
97644,19070
87201,198615
173589,105392
163016,136347
58968,41055
49124,159653
151617,18940
184067,143507
17552,42707
132879,164707
1794,159531
17857,147739
22145,122777
123165,182891
7533,21003
150832,180325
137894,48999
127789,121386
169442,30316
119682,154854
88093,106005
130111,135987
86383,166103
147059,114720
104005,114517
32213,40522
21024,186447
118090,128257
187281,192987
194331,74150
190663,67689
81421,28406
90580,98984
94360,117895
74964,56187
126161,88054
157288,138390
48154,76806
139703,19576
56534,38130
141215,30526
132576,3703
24856,47430
161464,179948
95962,92212
131601,71500
174985,72004
83063,117293
49600,85127
43521,102374
69103,9150
117229,28337
182963,188693
79849,164416
149670,21968
51808,28211
10881,69388
113083,190013
97419,37513
130636,81549
14517,190963
68759,93277
113194,65888
84139,73353
55327,17618
166091,46610
150729,14720
62347,138449
46265,110703
83649,26001
40131,198363
153828,66916
118198,48628
150189,152633
34443,106269
58745,51139
117832,8530
171608,8781
157038,91432
31781,18206
57222,178995
159024,21784
178036,48362
38152,40922
115364,188698
113546,25910
92044,144967
66707,39655
91001,182988
22120,22826
141904,196921
124242,181663
77589,47509
41250,62537
31484,146893
86076,132978
56583,22947
183107,198310
56880,44910
163343,126504
91923,128688
6880,52382
76374,7549
163321,115991
30742,191186
140362,24498
70178,140198
96848,80884
59999,105359
38052,167373
115262,171113
69919,136453
191316,27815
147126,121791
49687,30400
125517,190003
145102,82392
35345,155312
125587,113267
76190,42540
133279,66361
171769,196868
102297,144164
83151,32572
154858,40125
105593,17242
127782,180965
174433,92315
179880,141524
104542,157350
38968,118101
183982,186540
74272,42138
172364,160443
13105,168757
13913,58850
162515,31349
102846,31849
10878,36171
134186,21502
28387,27814
26596,128426
8799,78650
5357,75944
186476,130134
142644,171924
172508,123068
60338,124796
78446,133807
12921,97945
35567,30937
190193,180075
121356,190896
981,33660
12187,130961
63430,148138
126624,14725
164742,20936
109114,177972
59634,32670
110871,33996
151746,82713
134860,17141
13576,118348
125488,29327
152521,103697
172114,129963
113841,128491
195929,67159
17380,179856
105488,100855
13317,106199
69857,143695
88678,144029
178200,195840
199815,137248
141812,171254
75226,165560
81802,69673
174522,35696
75202,89453
15266,71451
192208,161641
195738,132929
133991,105915
76393,92808
58234,131615
110852,146540
195983,76785
82883,27925
45125,109281
86480,46533
129358,108928
110517,116553
62237,28464
89933,96692
45075,82840
70745,24071
182244,122204
141315,55787
47855,23231
20616,39665
99576,141263
28643,144911
108096,135636
97049,6261
102462,56254
78176,85412
138223,177084
89362,109240
195730,180403
154625,128867
127095,16615
339,75742
96277,171116
98714,132346
196335,145379
48126,113850
183177,61933
79359,46288
79666,47914
54002,94257
161555,48447
139070,136296
167419,124393
3033,4311
87006,35577
91549,21519
54973,103373
47707,124806
46113,85850
140028,105640
30779,132841
48206,25829
17082,164383
67373,2731
185896,143814
71630,190655
131458,122484
67813,40620
108232,29796
90954,165700
81682,122595
30619,44671
17979,191180
98432,32905
123785,98087
119213,165314
50218,63205
185889,48252
8672,6430
110100,24946
29611,169112
177158,160544
58500,113962
145149,159839
90543,40753
160850,182083
175040,123100
74360,141457
2568,44244
188307,50902
60556,166460
94034,41941
62882,83633
135420,165147
66538,178678
97953,156624
113553,61755
146410,56235
174591,171745
135284,80744
102571,16341
118065,75604
152885,18552
103048,195973
160120,136896
32476,83048
85692,84757
114198,26719
50727,159495
112320,197313
182998,13465
175881,81486
123855,169359
84761,30525
166125,1774
76098,48412
70452,35942
83996,145877
68099,103124
98115,135759
155279,152347
54834,52479
64026,88819
125006,24232
117386,113442
143388,186860
94409,50399
133113,71070
154742,161410
70855,5761
137171,192766
70812,194288
118547,121797
38708,122909
161096,118704
40400,133987
6366,162760
36400,130421
119809,195324
19281,77855
112,6384
179211,74689
98800,67257
13772,138339
130344,157684
142042,26251
124360,61851
113257,28813
133419,137625
88365,117970
196029,90062
39020,70936
95288,42290
29990,102376
76657,43222
170041,9057
181581,24451
29067,192713
135611,13209
137686,44264
180014,171618
158404,85458
66058,165258
147317,170151
83527,35025
21968,191865
21424,170553
35954,29491
181868,95597
151137,81570
110790,64509
49351,64821
147336,28124
196759,195255
123997,149244
175710,140292
66160,38668
114768,110132
155464,11803
26545,122406
122468,6814
98416,162963
168662,13589
180995,86423
60027,51537
122545,16110
179688,32383
157135,166143
61921,99394
59589,158133
193493,159996
137054,181226
106572,192570
88918,16465
68071,167890
56769,106948
65746,112654
48193,149007
99885,186921
183261,149927
14568,90396
81801,188237
89290,47227
19565,154418
10557,152754
43607,103693
124308,32584
48947,83632
140785,72029
2959,77363
129574,108721
15275,132990
172307,64867
193119,7085
114761,64728
86459,73173
110179,12558
4033,194975
127876,152371
120630,184849
66650,15571
166298,123520
114571,135287
91877,198793
100138,70719
67705,198268
155784,181109
39840,82070
89077,151146
60509,64713
66421,139569
132080,99891
148844,83673
80823,106571
143271,15815
1314,32882
46428,3877
174415,160544
116198,110605
71945,102271
95180,52785
18050,185611
190542,130464
174382,97994
180328,161553
88613,148253
109817,34884
179947,175900
165146,124144
69251,33467
56656,60749
78783,172759
32019,40066
143059,181197
63058,75377
62457,166932
123370,6143
63219,120920
89294,49004
102878,160753
109265,134391
98154,125188
93401,59796
156528,16996
100340,168516
159593,27188
49493,162947
68914,99560
144398,159739
60466,61637
33435,126961
102593,104002
23115,98645
57073,163207
131572,73679
137229,27284
31573,120203
39754,38998
88640,30785
45732,85190
126068,79931
135864,30998
91571,54741
47078,80649
113497,166175
13593,166971
98820,59475
158691,134661
28254,164083
137460,1474
138031,86726
91994,71236
45068,9205
102639,603
160025,164366
158740,187175
65499,159968
163910,103500
13946,14451
184916,127288
143579,150135
195090,67639
151172,199333
56254,88779
1720,105190
25691,127694
118787,47414
53710,133925
35083,8307
119531,92127
18972,29657
62839,78628
146667,112839
88995,118167
154953,109788
185193,145989
29472,3143
63860,48859
15887,36010
42786,67914
787,25969
127609,58289
177980,41984
146582,21727
83670,160635
180347,164711
84448,198685
182530,80813
54797,16911
37396,68133
166263,106983
128061,65593
2474,183455
1117,161987
75656,1687
78832,63984
117582,143854
26466,74629
18367,30649
153049,98147
138611,122441
188172,58774
109935,13182
108057,182951
60851,69300
10485,97286
20853,52944
9548,12097
91600,121331
48796,61081
148207,97948
54015,49059
118539,148172
29908,133102
44685,59445
57801,32330
107200,127464
31119,109732
35915,156705
152031,108831
192611,182687
144315,17166
172791,122628
87363,80673
145687,24501
75284,77266
33898,170320
187642,64532
57561,90196
40780,174606
25850,82616
106303,12812
36894,56927
175990,166149
44039,78889
129964,80380
103919,138130
125836,148817
34761,129449
22440,144402
91782,92886
193123,18692
60275,122448
14221,54692
184220,92132
186245,193061
152369,118431
157142,119838
142123,192038
4239,146493
129562,132701
166224,75985
26246,120048
134222,109575
123547,161803
170266,58681
161443,56521
114129,156263
57716,149699
78889,193522
196362,155936
153706,173923
86320,128904
48542,7818
34392,13463
53985,82951
42847,31807
16200,79253
141655,25220
31090,67991
109418,138645
165763,23339
63543,139955
153997,190449
59543,63918
19244,55483
137257,112854
52141,179683
173005,75755
150683,35562
56410,84812
182266,176591
181390,35218
195116,73080
159181,51599
127834,196029
29287,11639
73083,26072
121851,104317
48874,145718
87159,184001
27577,1681
65531,170339
1774,18525
107943,71927
10975,193728
70074,6663
59718,160840
183237,122724
197551,172347
104915,33920
30245,28980
138488,145700
5317,114488
160719,9696
72500,64126
132062,154155
20949,28261
79702,169540
134366,38557
18331,159519
151117,29407
44461,20
98503,38441
66523,75324
16704,138448
82769,196794
5472,18132
175191,109230
109992,191762
76452,175436
20725,89113
4798,158661
160564,96451
129625,194500
86538,101145
138117,22722
19394,169727
59941,66243
58227,20167
88661,58435
48211,157574
58250,24587
67945,153317
60905,158469
35176,192751
135608,169394
40559,40969
54480,96214
184577,159811
105240,63492
72699,186409
125381,43824
112507,43600
191456,70810
116562,27303
155771,199968
195346,61194
149882,24783
110260,83320
43618,116347
176680,115913
195737,52218
1432,142650
124620,183895
35446,177050
66050,2660
61278,103809
75188,137632
196851,10584
3250,180410
43292,174213
93072,173459
75308,2413
113114,185975
70559,194776
164829,175853
100076,175446
118840,110749
95897,16933
128970,38267
126912,194900
130874,185379
82157,198018
57567,41167
151548,29607
34545,53261
166762,100515
85061,192893
87046,114139
76725,67765
28439,68268
153775,51423
1156,8178
18967,193065
96494,161719
303,57341
146871,47817
66578,3268
62397,12371
153165,43035
36211,176495
132963,58695
81094,52785
101234,71259
78787,96863
100583,111317
52528,6121
155577,170398
11657,99316
111777,149649
82010,144018
13912,196459
75210,160411
70977,4954
102587,106583
79008,81604
106962,96680
17461,86881
121392,24646
127240,173822
151421,39899
182039,60776
13188,3315
35942,137819
131961,53125
72825,151550
172518,33196
140601,69947
77782,86949
85970,197903
10825,124599
81289,169076
44942,161992
177774,135022
37120,142826
5309,51442
186607,127892
152178,179384
71780,70253
7896,13726
2660,16989
962,86238
113612,139054
151272,126787
124276,156547
13211,58775
189595,113309
67483,159710
98730,79652
79028,35217
175507,40075
30146,105588
152659,106599
179148,137213
159099,44525
182211,131082
113366,147786
127568,152951
118965,152236
61329,76914
131076,83818
162454,113369
49209,94594
124177,32831
33702,174569
52321,189991
22267,82801
33204,176168
105558,8737
94413,180413
119978,155605
74903,143376
18020,82048
119860,83618
138954,31336
6209,9344
20273,195907
96716,80415
80847,120442
94312,16644
47081,68450
97314,128512
61625,124976
177873,149442
182776,141818
70313,133958
9942,184546
14947,38451
1080,179142
58390,44061
135922,129545
168664,199456
13506,115820
136951,151516
100767,187291
17789,125473
138055,189817
199336,61497
39299,173800
34891,97798
174428,15212
156811,184721
27323,96544
188791,94573
118582,60138
41621,46592
38137,48299
63566,184200
35369,105334
9690,23619
118872,94085
75012,37726
103106,163353
190702,185941
139159,136474
54016,43801
15823,160956
150604,165429
20975,35663
71451,39085
54598,81492
144791,49382
171466,162770
169930,198620
9860,188504
109623,20610
184461,135495
70961,86983
106301,182282
184356,126824
37662,114933
133959,91805
125717,51614
6067,35074
185384,187623
55051,173322
195218,155143
76268,146168
76352,125847
182792,115840
20841,70427
103275,123414
61266,53976
169053,154425
190357,189892
12721,163255
40346,32011
63643,195994
115986,10403
29502,136848
55673,40976
127353,68746
2918,50760
30625,114552
154747,75762
167426,193215
125261,70283
63377,68240
22519,141081
139134,28927
199594,197351
94482,165828
117108,170830
112409,177039
97302,21765
97988,15948
37289,25365
134118,105185
68349,89311
159430,146845
36395,22534
150767,79388
30674,95668
22136,124598
107009,199058
64511,134123
107088,23169
144657,171484
159965,7105
143827,91766
78933,2049
165342,58458
16145,51044
37611,94026
58176,97009
84581,86509
154656,158246
189755,94541
51359,156622
117727,47461
2898,185175
196758,183018
85070,108505
4150,809
166703,109482
185751,197264
77024,36701
586,158927
45473,37260
94997,148859
128924,64699
162041,108680
121586,12404
116849,22687
11192,102014
185115,5783
26142,194821
198148,22390
184349,60975
165442,1135
58708,35589
42523,55338
174606,41819
65472,93011
186035,79898
58663,52118
180359,129493
188940,68011
83527,54463
112645,183949
87810,104624
9861,36046
102287,124668
184754,81749
26173,45139
21178,103664
57799,133242
43330,65771
82380,153033
100335,48917
43957,59474
162788,166795
127870,37515
72970,180909
140887,68843
57089,149984
112105,189657
193065,183628
188487,12957
156574,154277
99589,182925
14211,120226
152666,49875
152178,20797
1068,91715
25079,92588
165148,8086
194361,120515
18280,164527
15665,139148
20300,108066
198568,97088
52445,181223
89496,150736
184986,173206
139655,94912
191624,173162
16523,95740
168656,52729
163937,40602
16244,187332
161754,44734
146387,59880
171471,97537
62284,71349
39535,170527
72120,167630
158233,86903
2355,184656
20989,83686
44666,187848
190961,178945
139578,3816
13847,190644
109276,68951
138207,107219
32023,164053
82237,117144
172498,119714
154428,152547
55490,177270
48490,70272
105610,185798
163009,170965
104922,180370
69704,158620
44673,137172
154474,113631
52730,138449
161984,170423
147468,151361
107907,133417
2843,27084
48432,186236
110448,98877
149459,189241
160681,50503
14199,8895
83944,81608
116933,105598
73306,44242
193836,75457
162032,71303
80462,37207
194501,147423
46745,141590
23690,134872
50256,40522
88416,95291
21593,41488
98428,103621
191758,155725
17195,126970
169945,140695
47703,115066
41214,158766
120213,48558
29477,62689
113704,161407
181063,5820
145985,103296
112212,5061
44140,33851
153650,105464
59992,19425
107591,93230
12581,30719
186623,47353
72104,15625
77553,174244
2597,196490
177771,54754
81815,25380
125828,109503
1058,174283
176426,161722
127962,29927
52554,131064
125133,125917
163429,56770
136252,99273
78030,5778
68618,122079
8030,71228
39698,11355
173093,142508
111092,105976
189010,77887
129398,194793
139238,109729
49431,95369
183180,155596
179863,70272
65343,3592
184168,182567
19909,38973
33934,101616
158440,78885
30897,85038
63965,172498
84760,65904
51963,31907
132231,123487
3355,169413
169797,90881
197264,10551
162766,144079
42500,38430
17112,197673
106605,36371
189623,98244
162765,58195
45489,47400
72023,2283
185184,136456
77248,166398
4306,170020
130542,77225
150522,52171
139143,63694
69465,20962
106714,36715
63552,198560
38144,83980
169485,197696
34820,133658
130989,72428
80801,6738
36756,149270
29444,51557
55243,35651
39806,125446
110881,5364
54262,153689
47260,32282
147508,27118
107679,85681
131205,197550
9915,101837
67630,55924
164012,134202
97339,86944
194063,16531
36392,160786
152533,132916
111221,105782
184142,61874
29493,135485
178952,7915
84661,133298
64152,2204
160922,118350
102410,153236
7587,172676
77645,98474
52460,82840
6049,130532
124199,60978
196469,28652
143535,140604
88569,162856
61846,122653
120432,94839
62901,57163
92103,155991
175399,181937
67578,167027
11671,149434
82602,171534
171442,63967
50658,44455
169074,69682
178092,164433
193767,64945
51671,188641
85831,5011
103083,150959
196825,137937
76081,79685
63763,57169
191714,135668
162313,5256
42110,84917
69670,130810
196032,23442
174044,46145
124082,142523
1253,103194
99002,65829
197618,81069
144676,95668
168340,106603
126560,143387
180793,98785
135049,156644
44736,104401
196315,131143
93507,187505
82840,28874
38648,125891
13839,193978
24985,27041
138268,187614
53418,110382
14676,103656
59343,189940
130233,3146
183183,171615
190553,84014
88293,80691
93647,107358
186320,88290
27243,87636
71541,163841
23402,72952
46115,57839
183068,141059
109592,19919
80200,82587
5624,159342
79926,32755
58918,167238
171008,145492
44598,40743
93052,134927
16853,70062
186406,8835
22216,166701
2406,28592
175977,31817
151287,6516
90257,9106
174078,79359
190639,80734
192208,44739
175232,142283
26675,110011
79966,83165
132129,180353
188522,9162
170078,195989
138355,28576
8997,165912
192455,104052
183570,59368
86904,93461
26490,151773
128655,37538
104553,49909
76465,185841
71498,93648
83472,109122
97504,144625
41580,76115
129523,109491
146068,35675
180953,188462
82905,140106
66401,93598
154456,130765
34863,39065
12569,97132
11388,31737
180112,22497
100522,5681
5877,36690
112167,135893
79102,176831
153326,114388
124708,120139
129541,113504
194270,31811
153116,46338
12488,34770
151791,122148
105321,64922
115219,117022
89500,91009
94707,173924
116083,163268
77900,189686
60876,27182
178266,179401
156358,49660
100386,100159
116545,24159
24010,104928
43058,93912
53170,87893
46908,35446
159044,59532
146484,104279
43748,150578
170489,21343
140606,124867
167136,153314
52673,172646
194488,168160
179468,122403
89121,158944
65466,163971
119026,166393
34370,125360
92893,25894
56795,20390
85745,136351
194203,99432
37402,6090
123676,18979
53878,137449
149891,66037
124775,174619
122139,175540
145199,88093
78499,166860
166357,13579
116385,153448
68194,90605
64517,161264
55618,71719
22216,27063
48422,57228
106951,78583
106571,181693
47463,169551
142397,84991
12845,98375
150307,104613
119607,180646
40819,188747
1608,104139
199066,69662
120738,80639
1412,186572
89262,97139
185619,4230
58639,124719
82737,3250
32520,192977
107305,18
84648,95527
128262,195611
11372,72777
125939,133259
116871,175143
16519,34756
60861,125728
191296,195170
46235,145723
122916,185495
62192,94800
128184,104970
135954,93787
113730,66380
39725,163477
108336,91107
55579,198517
162114,151961
171643,154972
16104,162499
81981,74424
123588,21396
130199,180737
114950,66548
191409,25224
110811,137929
110747,127918
74116,180576
72813,137752
148138,162401
103405,31193
180757,88136
27027,172297
171368,113314
3722,4552
145894,3082
66769,74494
53386,95347
193047,140426
59784,90011
188786,199496
27797,494
12383,109265
175439,123514
8759,189277
117054,164452
113156,6418
64576,188295
179810,69555
198885,96030
58222,5097
8261,171669
183045,120083
166898,49623
73606,22976
94278,40631
125796,72417
198424,174023
40328,194092
22278,37076
140880,31833
64422,52641
15506,159669
77577,63180
137799,14359
31395,197839
143822,14387
141602,128846
185241,92220
49516,118997
77931,28003
45618,190080
109512,4669
6440,42316
111041,165825
192266,115181
69858,89785
179214,197228
134467,101174
19298,136869
149369,166528
172990,67531
34265,198309
7712,100415
39451,77179
140514,140176
119790,131613
34042,175080
8100,42160
196732,147119
37536,91408
51106,196862
112584,91154
83350,39138
40642,5705
82216,49656
141107,75261
137311,16292
61247,2168
45630,92482
26844,90206
122173,30296
102636,16450
157909,88891
187378,78036
107509,119840
39687,49706
156630,3950
199485,172135
75692,79672
27863,143258
96228,180166
9764,116448
18352,197769
20307,54373
131839,52364
171385,175617
90391,17500
68220,114329
64692,94599
76180,120852
104781,96362
140470,72651
140714,182035
190081,192899
145318,84617
78345,185512
190637,120089
107235,46713
494,111576
148723,60625
185334,169608
74388,133784
102273,126976
55554,119439
4453,178077
48503,28465
185304,156441
125157,102778
31643,125439
68090,52536
36290,110346
79529,188854
21946,125999
41877,176236
48570,94387
95011,31440
76751,91646
145092,133250
86033,5840
32569,142241
47570,153425
153407,149482
4047,160313
24322,2595
28598,14695
44731,99210
64315,152773
178388,10351
3412,174923
26779,157785
152708,7900
117494,188471
61080,148751
71343,147053
198345,145971
64785,80021
99,55682
157485,9545
111004,177452
226,118652
172077,124508
17204,139754
121041,46138
155954,127465
12500,49676
68109,82420
14414,177251
97642,142943
165081,132091
193365,44415
174389,11361
44941,65589
66101,104802
175690,154530
74518,164613
54398,160785
165466,199216
199114,123504
76156,47356
39016,85033
128547,128906
155585,190901
133840,57990
2508,81086
168746,34361
27338,71948
84214,53709
133214,42001
51618,62893
44181,23745
56648,188363
9559,17969
155623,57252
143937,100647
166858,134717
42615,35812
104141,122212
45364,64726
90049,110115
26325,16748
156562,75429
50335,107647
25734,74141
128620,85874
101736,36133
153743,117332
146194,142374
39259,64797
93676,88917
54882,18548
139423,167983
187490,166249
67393,76682
80714,185149
102304,157201
11092,78357
134885,137762
52647,88058
102743,52248
74632,128101
25887,112887
145010,168820
138168,15319
27896,123752
119975,22566
15190,142884
193234,113243
155743,102870
96151,68243
10399,103704
94956,7031
13566,38156
51727,96963
105581,189767
79415,21846
78321,199960
8843,123578
118881,28829
66123,37562
21327,186247
5925,83297
80603,64222
86748,194835
22502,50140
115981,26296
132899,61305
186007,68406
154955,164995
128709,183561
152411,150209
39145,40224
160218,26726
15364,188389
143343,11134
115674,116933
142040,97395
175940,132958
84802,159802
164610,157023
22454,177851
161684,45684
134809,154423
177030,177204
39050,30872
121124,113670
154023,112457
15216,59578
139266,61822
68587,128712
137725,112838
39065,107345
71937,110627
21994,189088
103867,31215
87006,170876
169723,13667
17484,139517
107873,5643
88477,3382
62158,85722
8966,191618
198325,163452
3431,171901
130765,140044
106432,17948
25291,182919
66859,5680
179620,121607
112937,118462
5321,60661
78959,172084
121850,5382
8940,132626
34397,103669
50093,126690
78683,176242
107445,74101
98340,39756
35589,173754
91073,11336
168210,117363
68270,119868
114135,44000
24547,147720
143563,150497
193311,63707
193726,142429
194273,56787
194975,180222
83678,149538
60167,3547
19650,102969
132915,66778
148184,116142
16074,115726
17314,154661
153877,33648
94770,126712
85741,31338
27094,120019
20312,66222
77501,181431
6565,50427
74828,46655
140679,119602
83676,165664
106069,115902
52797,182071
29695,191489
27897,12392
32745,121922
100709,101072
638,47785
115362,160478
24035,178683
34811,108665
19827,90143
72624,9628
162509,134542
172458,96032
105063,157821
21745,1316
60114,154631
52919,78188
146664,31957
15157,15466
63539,50164
81818,167596
89185,55076
150500,49532
29007,166488
124722,81242
189080,34007
37861,24380
113607,94897
152708,131334
25322,22253
94660,192880
193844,125020
198067,148008
198066,23564
52001,101452
176861,116324
174589,136902
171355,156928
89553,64800
116000,159083
38115,141818
15596,102273
63008,162029
100177,175539
142950,35008
68437,136843
19512,129025
197862,166853
48775,160729
129169,27228
57059,17757
24215,178421
85840,194878
135033,44178
85915,13075
141237,76435
55799,73047
174403,48225
24528,192245
30745,41966
24835,181523
143210,191752
47966,140991
137639,196027
44135,153938
24773,67987
91683,81438
122730,11487
169107,173266
83911,74021
65100,54865
46570,24477
40329,84066
154494,184125
93969,171478
76915,50406
36870,182486
72386,76544
185651,56428
193909,159844
48102,45574
15624,122293
134857,170680
167986,28791
6446,86593
189753,7785
143728,153010
146085,181629
173590,156506
186222,70763
191622,192898
13797,195088
141714,180335
193825,21659
106254,164633
120931,42115
63981,56074
105346,153316
64105,97571
26176,193412
11470,121649
56884,134480
98044,16498
83186,57230
75669,164751
55677,94747
111208,125134
155299,74832
18716,90401
75428,175976
1586,161313
79074,109813
25041,116492
72582,96278
83661,107454
51219,128109
145651,199959
10111,31570
136392,126990
25500,188344
85491,23490
59506,2272
1382,103819
49546,77793
9287,155205
109623,25310
45825,169206
153942,150286
43088,98816
39011,179240
59740,101525
28872,142407
29165,95892
115104,155614
122354,116086
106585,75299
34542,52827
122515,139076
187387,131530
82926,9695
118722,147681
185146,7709
168021,166134
80635,120799
98063,91277
41040,51661
198213,2493
63777,54635
181471,182184
82014,165733
5234,27618
46722,59665
43823,149184
1481,13241
27131,197563
30499,184880
42588,69848
161087,61812
73439,27836
165139,92966
179756,132800
39608,36453
21945,43732
21978,197418
97192,19931
27135,11451
144610,141676
71,183697
158383,142138
148233,90060
12923,101683
106736,97681
157590,184665
59388,89640
103735,24612
186345,70865
15359,6392
143783,189764
25611,78982
177047,91816
33796,168444
144525,102857
2945,105501
140450,155364
40930,22981
126749,193677
80460,68706
129013,189578
4288,126062
65929,157320
175193,190494
87059,45349
36396,77760
159229,162207
69200,173203
158876,169687
143117,151922
116088,104596
60077,149179
31680,99180
7807,12415
117652,103565
149119,75751
21606,181662
109598,85433
178025,146282
121768,6943
196200,19129
91299,33036
162660,91244
13711,198482
109445,64174
198438,88103
77825,28883
166389,186177
113626,116277
137824,165366
87094,58343
6863,72544
79788,82286
101630,121982
90389,168980
151697,134497
178674,16561
145454,164650
105821,63907
35642,167755
78765,198479
188735,54827
52120,83534
2293,140618
171891,92437
23541,30181
33312,121819
68119,134277
170541,186557
26232,100528
37384,110215
195334,163700
138975,96480
45487,6471
89060,112096
174561,108421
1808,87424
181924,150892
147835,149721
191821,193406
50750,38346
168767,16864
151067,121096
71389,105224
98235,103338
54160,165390
139164,38791
97519,107186
157044,12069
41267,137857
116350,167182
103166,24063
183226,162996
115080,187363
108293,140813
24554,57996
132756,147757
30536,5637
34124,169613
10334,142815
130920,187637
81657,8531
45929,139626
154525,152585
60932,109999
87245,168969
189881,4688
11072,193071
175055,65306
16863,159989
5515,139460
82857,119737
145861,145755
41716,83059
137304,71061
36910,48296
4939,134315
167935,98855
93213,33062
13908,119031
130644,76789
137095,102059
12659,47122
92673,196791
106639,60891
124537,133273
24320,23547
181036,173262
165352,101715
154270,13921
179440,159384
114774,39028
115779,63705
45080,171983
131187,97210
97679,129029
197879,121029
154558,124690
69923,145736
66701,195654
184,136909
94581,43220
196729,47246
137366,109308
22614,157695
138396,32874
115124,38610
107107,1699
98941,88837
125338,113678
133489,41734
185111,162249
157663,114372
123370,38493
137176,46703
80578,27411
192360,183120
163630,120852
131429,191056
105530,132774
11331,68984
44172,138099
141295,128442
133992,178783
156228,42416
85763,149496
137611,103652
115333,181175
40496,181814
77720,31918
158783,93727
75669,32425
163853,95309
123917,18184
124557,114319
44643,105983
149288,99717
121312,46063
140077,148426
35925,94273
127311,112210
91235,87102
88100,17313
69023,112954
94627,159020
154057,132530
60133,17085
70412,52429
14853,155896
155813,90541
